id,full_name_check_value,ssn_score,dob_score,n1_score,n2_score,n3_score,n4_score,n5_score,n6_score,n7_score,n8_score,n9_score,n10_score,n11_score,n12_score,n13_score,n14_score,ssn_match,dob_match,name_match,failure_explanation,last_name_check_value,verified
27694,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27695,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27696,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27697,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27698,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27699,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27700,0,300,300,134,129,134,92,252,185,252,175,121,171,100,92,155,167,1,1,0,NAME,0,0
27701,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27702,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27703,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27704,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27705,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27706,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27707,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27708,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27709,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27710,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27711,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27712,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27713,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27714,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27715,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27716,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27717,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27718,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27719,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27720,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27721,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27722,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27723,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27724,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27725,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27726,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27727,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27728,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27729,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27730,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27731,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27732,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27733,0,266,300,118,211,118,211,118,211,118,211,205,205,189,189,189,189,0,1,1,SSN,1,0
27734,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27735,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27736,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27737,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27738,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27739,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27740,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27741,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27742,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27743,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27744,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27745,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27746,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27747,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27748,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27749,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27750,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27751,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27752,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27753,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27754,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27755,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27756,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27757,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27758,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27759,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27760,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27761,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27762,0,300,300,92,200,92,154,92,200,92,154,188,144,181,202,181,202,1,1,1,,1,1
27763,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27764,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27765,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27766,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27767,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27768,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27769,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27770,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27771,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27772,0,300,300,222,238,222,249,222,238,222,249,232,238,196,203,196,203,1,1,1,,1,1
27773,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27774,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27775,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27776,0,300,300,135,244,145,186,87,174,87,166,228,158,248,195,210,171,1,1,1,,1,1
27777,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27778,0,0,0,17,17,17,17,17,17,17,17,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
27779,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27780,0,0,0,9,9,9,9,9,9,9,9,7,7,7,7,7,7,0,0,0,SSN DOB NAME,0,0
27781,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27782,0,300,300,209,204,140,204,83,88,56,88,198,80,188,188,100,100,1,1,0,NAME,0,0
27783,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27784,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27785,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27786,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27787,0,0,0,7,7,7,7,7,7,7,7,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
27788,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27789,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27790,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27791,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27792,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27793,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27794,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27795,0,0,0,62,62,62,62,62,62,62,62,49,49,49,49,49,49,0,0,0,SSN DOB NAME,0,0
27796,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27797,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27798,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27799,0,300,263,219,280,154,154,11,117,16,16,272,19,232,196,98,105,1,0,1,DOB,1,0
27800,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27801,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27802,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27803,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27804,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27805,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27806,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27807,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27808,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27809,0,0,0,32,32,32,32,32,32,32,32,25,25,25,25,25,25,0,0,0,SSN DOB NAME,0,0
27810,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27811,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27812,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27813,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27814,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27815,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27816,0,300,300,240,266,240,272,240,266,240,272,251,257,230,230,230,230,1,1,1,,1,1
27817,0,300,300,240,232,240,238,240,232,240,238,226,232,196,196,196,196,1,1,1,,1,1
27818,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27819,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27820,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27821,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27822,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27823,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27824,1,300,238,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27825,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27826,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27827,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27828,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27829,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27830,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27831,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27832,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27833,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27834,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27835,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27836,0,300,300,183,189,183,126,183,189,183,126,180,120,187,202,187,202,1,1,1,,1,1
27837,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27838,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27839,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27840,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27841,0,300,300,204,281,156,206,204,281,156,206,269,162,247,222,247,222,1,1,1,,1,1
27842,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27843,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27844,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27845,0,300,300,195,230,195,260,195,230,195,260,217,244,209,286,209,286,1,1,1,,1,1
27846,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27847,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27848,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27849,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27850,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27851,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27852,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27853,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27854,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27855,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27856,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27857,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27858,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27859,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27860,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27861,0,0,0,25,25,25,25,25,25,25,25,26,26,26,26,26,26,0,0,0,SSN DOB NAME,0,0
27862,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27863,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27864,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27865,0,300,300,151,204,116,116,51,130,45,45,197,43,165,162,105,111,1,1,1,,1,1
27866,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27867,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27868,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27869,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27870,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27871,1,300,163,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27872,0,300,300,154,200,233,275,154,200,233,275,154,259,212,237,212,237,1,1,0,NAME,0,0
27873,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27874,0,0,0,20,20,20,20,20,20,20,20,21,21,21,21,21,21,0,0,0,SSN DOB NAME,0,0
27875,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27876,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27877,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27878,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27879,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27880,0,300,300,70,192,87,192,70,192,87,192,147,217,200,200,200,200,1,1,1,,1,1
27881,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27882,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27883,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27884,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27885,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27886,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27887,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27888,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27889,0,300,300,219,252,219,256,219,252,219,256,240,244,206,206,206,206,1,1,1,,1,1
27890,0,300,300,126,210,186,210,126,210,186,210,144,194,178,178,178,178,1,1,0,NAME,0,0
27891,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27892,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27893,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27894,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27895,0,300,300,195,282,195,282,195,282,195,282,275,275,243,243,243,243,1,1,1,,1,1
27896,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27897,0,300,300,213,184,213,184,213,184,213,184,175,175,170,170,170,170,1,1,0,NAME,0,0
27898,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27899,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27900,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27901,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27902,0,300,300,22,14,22,14,22,14,22,14,13,13,10,10,10,10,1,1,1,,1,1
27903,1,300,213,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27904,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27905,0,300,300,83,188,99,188,83,188,99,188,144,176,176,176,176,176,1,1,1,,1,1
27906,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
27907,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27908,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27909,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27910,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27911,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
27912,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27913,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27914,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27915,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27916,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27917,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27918,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27919,0,300,300,151,228,151,287,151,228,151,287,212,282,244,262,244,262,1,1,1,,1,1
27920,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27921,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27922,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27923,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27924,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27925,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27926,0,0,0,42,42,42,42,42,42,42,42,34,34,34,34,34,34,0,0,0,SSN DOB NAME,0,0
27927,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27928,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27929,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27930,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27931,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27932,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27933,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27934,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27935,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27936,0,0,0,16,16,16,16,16,16,16,16,19,19,19,19,19,19,0,0,0,SSN DOB NAME,0,0
27937,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27938,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27939,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27940,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27941,0,300,300,132,188,132,188,217,235,217,235,168,227,182,182,209,209,1,1,1,,1,1
27942,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27943,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27944,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27945,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27946,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27947,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27948,1,233,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
27949,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27950,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27951,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27952,0,300,300,211,256,211,256,211,256,211,256,250,250,227,227,227,227,1,1,0,NAME,0,0
27953,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27954,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27955,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27956,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27957,0,0,0,47,47,47,47,47,47,47,47,38,38,38,38,38,38,0,0,0,SSN DOB NAME,0,0
27958,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27959,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27960,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27961,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27962,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27963,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27964,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27965,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27966,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27967,0,300,300,160,282,201,144,160,282,201,144,265,164,252,234,252,234,1,1,1,,1,1
27968,0,300,300,201,174,201,176,201,174,201,176,164,170,154,154,154,154,1,1,0,NAME,0,0
27969,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27970,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27971,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27972,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27973,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27974,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27975,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27976,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27977,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27978,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27979,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27980,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27981,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27982,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27983,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27984,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27985,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27986,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27987,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27988,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27989,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27990,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27991,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27992,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27993,0,300,300,211,194,211,170,211,194,211,170,190,166,178,158,178,158,1,1,0,NAME,0,0
27994,0,300,300,156,235,156,133,156,235,156,133,231,127,213,194,213,194,1,1,1,,1,1
27995,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27996,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27997,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
27998,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
27999,0,300,300,201,272,158,158,44,145,50,50,255,56,228,192,123,129,1,1,0,NAME,0,0
28000,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28001,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28002,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28003,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
28004,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28005,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28006,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28007,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28008,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28009,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28010,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28011,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
28012,0,0,0,16,16,16,16,16,16,16,16,14,14,14,14,14,14,0,0,0,SSN DOB NAME,0,0
28013,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28014,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28015,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28016,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28017,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
28018,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28019,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28020,0,300,300,229,287,229,269,229,287,229,269,280,263,255,247,255,247,1,1,1,,0,1
28021,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28022,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28023,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28024,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28025,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28026,0,300,300,209,164,209,154,209,164,209,154,170,170,149,149,149,149,1,1,0,NAME,0,0
28027,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28028,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28029,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28030,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28031,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28032,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28033,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28034,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28035,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
28036,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28037,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28038,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28039,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28040,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28041,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28042,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
28043,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28044,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28045,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28046,0,300,300,219,287,219,287,208,279,208,279,274,266,255,255,249,249,1,1,1,,1,1
28047,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28048,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28049,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28050,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28051,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28052,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28053,1,300,250,,,,,,,,,,,,,,,1,0,1,DOB,1,0
28054,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28055,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28056,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
28057,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28058,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28059,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28060,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28061,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
28062,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28063,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28064,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28065,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28066,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28067,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28068,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28069,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28070,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28071,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28072,0,300,300,215,247,215,229,215,247,215,229,242,225,223,216,223,216,1,1,1,,1,1
28073,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28074,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
28075,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
